,sent0,sent1,label,PP,not_making_sense
330,you are able to use a piece of paper as a bookmark,you are able to use a brick as a bookmark,1,12062897.639439473,1.0
331,The man is resilient,The man is a rubber,1,84580787.20113635,1.0
332,Jill received a bill from the moon,Jill received a bill from the gas company,0,4755176.705367373,1.0
333,You can sell unwanted items on Facebook,You can sell a baby on Facebook,1,2447668.8244518787,1.0
334,we can touch the rainbows,we can see the rainbows,0,11476671.296660734,0.0
335,"if it doesn't rain for a long time, the earth will get very dry","if it doesn't rain for a long time, the earth will get very wet",1,9230739.273198089,0.0
336,The man Loves the dog,The dog hates his hoster,1,51993150.32421629,0.0
337,I hide successfully behind a tree,I hide successfully behind a book,1,5691700.6947805695,1.0
338,You can send the photos by email,You can send the book by email,1,826016.9517160397,0.0
339,The dog yelled at the man.,The man yelled at the dog.,0,6899639.442140691,0.0
340,An x-ray can be used to see people without clothes.,An x-ray can be used to check the condition of a person's bones.,0,4014591.8475085483,0.0
341,He drives cupboard well,He drives bike well,0,1635306.1981712026,1.0
342,Tacos was Johnny's favorite drink,Tacos was Johnny's favorite food,0,2191282.4421986323,0.0
343,He ties his socks before leaving for his flight,He ties his shoes before leaving for his flight,0,565787.3540510623,0.0
344,She shaved her eyes.,She shaved her legs.,0,25010904.406349838,1.0
345,The snake ate the bird.,The snake ate the elephant.,1,198616405.12865055,1.0
346,river water run and reach the ocean finally.,Ocean water runs into the river,1,470895.40634406585,1.0
347,"Sean is a hard-working guy, so he studied the whole day","Sean is a hard-working guy, so he plays phone games the whole day",1,2884154.963062348,0.0
348,A computer can work with being plugged in,A notebook can work with being plugged in,1,26220253.22852824,1.0
349,Walking is faster than driving,Running is faster than walking,0,9782555.413526513,1.0
350,The man went to jail after beating his wife.,The man went to jail after eating candy.,1,1037608.7967781749,0.0
351,I am throwing hello,I am saying hello,0,25842466.32517574,1.0
352,There was a bird flying.,There was a boy with glasses flying on a broomstick.,1,7473092.194584187,1.0
353,A man is wearing pants.,A tiger is wearing pants.,1,8096592.172293873,0.0
354,he had a toothache so he went to a car salesman,he had a toothache so he went to a dentist,0,2432519.74344544,0.0
355,The air is tasty,The juice is tasty,0,1181180.7674240503,1.0
356,fire cannot burn without oxygen,fire can burn without oxygen,1,26533934.337940596,0.0
357,All frogs can fly in the sky just like birds.,Frogs are found in ponds and swamps.,0,4345895.330232799,0.0
358,I saw my friend's cat dancing,I saw my friend's car dancing,1,3028347.7071881825,0.0
359,you should stamp the letter before posting the letter,you can post the letter without any stamps,1,17823965.009900652,0.0
360,my sister went to the pond to fetch water,my sister went to the desert to fetch water,1,2152784.179577029,0.0
361,She returned the book to the library.,The book returned the girl to the library.,1,3553811.9699527575,0.0
362,I have two necks.,I have a neck.,0,14696423.169186847,0.0
363,Soccer balls are round.,American Football balls are round.,1,4411782.799742555,0.0
364,salsa is blue,salsa is red,0,945921.0597445611,0.0
365,He buys a new tv every day,He watches sports TV every day.,0,1447831.376680744,1.0
366,Birds make nest everyday in bedroom closets.,She put the guest coats in the bedroom closet.,0,4084740.5996786943,1.0
367,Snowmobile drivers wear snowsuits to stay warm in the winter time.,Snowmobiles wear snowsuits to stay warm in the wintertime.,1,639346.7362757674,0.0
368,Something that might happen while bathing is your shirt becomes wet.,Something that might happen while bathing is your body becomes wet.,0,34002729.88998673,1.0
369,My boat hauls my truck.,My truck can be used for hauling equipment or a boat.,0,1387804.1381590143,0.0
370,A hole will make a boat sink,A hole will make a boat float,1,11133547.481183397,0.0
371,He drove up the stairs to the bedroom,He walked up the stairs to the bedroom,0,4113343.743243298,1.0
372,She put a motorcycle on the table.,She put the salad on the table.,0,1746856.087730926,0.0
373,cats eat dog food,cats eat special cat food,0,13897849.086726693,1.0
374,Film making can be a single job in the summer,Film making can be a stressful job in the summer,0,4419872.630778626,0.0
375,He picked up his piano and played a chord,He picked up his guitar and played a chord,0,4554941.352564359,0.0
376,she puts hot grease into a cup,she puts water into a cup,0,7673767.209882104,0.0
377,The recipe takes a variety of herbs for flavor.,The pot takes a variety of herbs for flavor.,1,107928622.8557388,1.0
378,Mary won the race yesterday,Mary won the race tomorrow,1,2469128.0012757573,0.0
379,I watered the orange juice,I watered the plants,0,7663068.039612077,1.0
380,Food gets hotter as you leave it out,Food gets cooler as you leave it out,0,19672365.02152986,1.0
381,I wear my gloves on my feet.,I wear my gloves on my hands.,0,16358467.236812895,1.0
382,Amy swam to Texas to see Austin,Amy travels to Texas to see Austin,0,15700129.75465528,0.0
383,Texas is hot in the summer.,Texas is snowing in the summer.,1,686320.6830644946,0.0
384,smoking is injurious to health,smoking is good for health,1,984191.5341941073,0.0
385,They grabbed a dinosaur from the drawer.,They grabbed a soda from the drawer.,0,2849863.1246650266,0.0
386,Hens lay eggs,Pigs lay eggs,1,6933504.043648298,1.0
387,sunlight comes from the sun,the sun comes from sunlight,1,19921841.896060657,1.0
388,The bike overtake the car,The red car went by very fast,0,915112.9927042399,1.0
389,The doctor repaired the patient's broken bone.,The doctor smashed the patient's broken bone.,1,1467197.8818698504,1.0
390,a blue painting hangs on the wall,a blue painting is floating in air,1,9649112.306329647,1.0
391,Lotion is useful for moisturizing your tea.,The lotion is useful for moisturizing your skin,0,22622291.662019126,1.0
392,sitting on the barbed wire is more comfortable than sitting on a stool,sitting on a sofa is more comfortable than sitting on a stool,0,20799609.983472817,1.0
393,The whale was found in the forest,The bear was found in the forest.,0,5489630.911722306,1.0
394,You must eat lots of fats and sugar to stay healthy.,You must exercise to stay healthy.,0,6682903.421988747,0.0
395,A diet high in sugar is mandatory,A diet high in sugar is unhealthy,0,31692457.57580726,1.0
396,the clothes are running away,the clothes are being washed,0,2773487.5006345455,0.0
397,The cheetah washed up on the beach,The whale washed up on the beach,0,2631741.6122179977,0.0
398,Watching sports is fun for all people,Watching sports is fun to some people,0,1549176.2710608505,0.0
399,You only die once,You die twice.,1,17530535.48953987,1.0
400,Broken glasses help you see better.,Glasses help you see better,0,709828.2513957478,0.0
401,He answers a call on his banana.,He answers a call on his cell phone.,0,3089458.0367235118,0.0
402,An airplane swims in the water.,An airplane flies through the air.,0,2626639.0725190174,1.0
403,Elephants are the smallest land mammals.,Elephants are the largest land mammals.,0,1212794.926239156,0.0
404,He swam in the water,He swam in petrol,1,14143227.919351779,1.0
405,I am a male,Men are more intelligent than women,1,1098637.336002329,1.0
406,She throws bananas at caretakers at the zoo all day.,He eats a banana for breakfast every day.,0,2176019.92011751,0.0
407,My friend started a campfire on the 4th of July.,People who start fires are pyromaniacs.,1,1743258.0537778416,0.0
408,He put some water into a pool,He put a dinosaur into the pool,1,5413900.452517455,1.0
409,that girl is taller than that boy,Girls are taller than boys on average,1,25650946.22275738,1.0
410,Dory moves the desk with her fin.,Dory moves the desk with her arms.,0,10377488.594402531,0.0
411,he put a piece of plastic on the bread,he put a piece of cheese on the bread,0,5479212.053854024,1.0
412,People get killed in famines.,People get fat during famines.,1,11420834.803126976,1.0
413,A desalination plant in California would contribute to providing more drinkable water for that area.,Planting salt in California contributes to providing more drinkable water for that area.,1,2332125.340597126,0.0
414,my mother cooked the chicken,my mother cooked the stone,1,10688806.62005412,0.0
415,You can use a Hospital to sleep while away from home,You can use a hotel to sleep while away from home,0,4586290.286841534,1.0
416,MY SISTER PREPARE A SANDWICHES WITH CHALKS.,MY SISTER PREPARE A SANDWICHES WITH BREAD,0,2685511.900908748,0.0
417,Puja almost works 12 to 15 hours every day.,Puja almost works 25 to 30 hours every day.,1,4239344.28958044,0.0
418,"Due to global warming, the temperature becomes higher",Due to global warming the temperature becomes lower,1,2765170.8778405483,1.0
419,He parked his bike in his house,He parked his train in his house,1,3721724.892948214,1.0
420,He waited for his bus at the bus stop,He waited for his flight at the bus stop,1,15500415.855066014,0.0
421,Widow is an opening in the wall or roof of a building or vehicle,Window is an opening in the wall or roof of a building or vehicle,0,3614495.7424493236,0.0
422,Children should eat their parents.,Children should be obedient to their parents.,0,2335898.218390238,0.0
423,there is some water on the lawn,there is some water eating on the lawn,1,789249.9541985877,0.0
424,a man has two hands,a duck has two hands,1,116759224.94878106,1.0
425,The doctor graduated from medical school,The doctor failed medical school,1,1441261.4856520628,0.0
426,The elephant is gray.,The elephant is pink.,1,1834132.081234452,0.0
427,She puts clean clothes in the cabinet.,She puts dirty clothes in the cabinet,1,598777.6961698569,0.0
428,He borrowed a grinder from the library,He borrowed a book from the library,0,8501403.983279582,0.0
429,he added milk to his coffee,he added pepper to his coffee,1,1660657.7924365147,1.0
430,Dogs have hooves.,Horses have hooves.,0,33953022.426978596,1.0
431,We communicate with each other by words and gestures,We don't communicate with each other at all,1,18489502.551315926,0.0
432,he put a hat inside of his head,he put a hat on top of his head,0,3813760.115162842,0.0
433,He put all plates in the washing machine to clean,He put all dress in the washing machine to clean,0,2186264.3901092377,0.0
434,You should iron your clothes before you wash them,You should iron your clothes after you wash them,0,16551106.258652942,0.0
435,he kept shoe in the fridge,he kept chocolate in the fridge,0,4784407.383688801,1.0
436,Carol turned on the potato,Carol turned on the flashlight,0,1140703.7477048542,0.0
437,She got off the bus at the crossroad,she got off the cruise ship at the crossroad,1,9812455.003384294,0.0
438,he purchased lime and cement to prepare sandwiches for dinner,he purchased bread and vegetables to prepare sandwiches for dinner,0,4624068.694722563,0.0
439,shirts are clothes that people wear,shirts are clothes that birds wear,1,8791089.673912946,1.0
440,He wears an umbrella on his head.,He wears a hat on his head.,0,7419979.776853726,0.0
441,The sun is very cold.,The sun is very hot.,0,1924657.7405292084,1.0
442,he carried a whale in his car,he carried two people in his car,0,7858585.268990338,1.0
443,He went to fishing in the Jeep to the desert.,He went for fishing in the boat to the lake.,0,4949418.32114561,0.0
444,the ripe apples taste spicy,the ripe apples taste sweet,0,10547547.062069757,0.0
445,the two-years-old baby drove her father daycare,the father drove his two-years-old baby to daycare,0,4574408.893504909,1.0
446,I can drink bleach instead of water,I can't drink bleach instead of water,0,68656490.87488584,1.0
447,She went for a run on the trail.,She went for a run on the Sun.,1,1743126.7211910323,0.0
448,the park is a nice place to jog,the room is a nice place to jog,1,6147074.851313241,1.0
449,The black owl is red,The black owl is large,0,390440.36322229344,0.0
450,"Yesterday, a dinosaur chased me.",Dinosaurs are extinct.,0,1957537.5239305815,0.0
451,My son placed his football on his dresser.,My son placed his school locker on his dresser.,1,3902905.324018482,0.0
452,the farmers live on a cloud,the farmers live on a farm,0,7660189.200461861,1.0
453,Wallets are typically used to hold cash and credit cards.,Wallets are typically used to hold spider eggs and denim.,1,2232324.8082278497,1.0
454,Janitors often clean bathrooms for their company,Janitors create financial models for their company,1,9484978.353349535,1.0
455,She took a live giraffe from the shelf.,She took a book from the shelf.,0,14093114.45310591,1.0
456,She put a child into the oven,She put a cake into the oven,0,3418616.1714571086,0.0
457,She cut down the large oak tree with a chainsaw,She cut down the grass with a chainsaw,1,1770205.5299607585,1.0
458,he ran on the track,he swam on the track,1,547467.0290823948,0.0
459,This girl made a horrible time-lapse,This girl made a very nice time-lapse,0,3091783.5712572946,0.0
460,the little girl howled at the wolf,A wolf howled at the little girl,0,2136681.0069109043,0.0
461,He wrote a book by breaking his pen.,He wrote a book using his hands.,0,9987912.19122572,1.0
462,I oiled the floors.,I scrubbed the floors.,0,6942542.337809352,1.0
463,He turned on the TV with the VCR.,He turned on the TV with the remote.,0,7747447.800796911,1.0
464,the man put on his airplane,the man put on his pants,0,3926597.3943106057,0.0
465,The woman dyes her hair every six weeks at the salon.,The woman dyes her feet every six weeks at the salon.,1,6817526.536283415,1.0
466,"if you break the law, you will be punished","if you break the law, you will receive a reward",1,2452075.2360075396,0.0
467,The Pokemon caught Ash,Ash caught all the Pokemon,0,9378516.848104676,0.0
468,the person was connected to the mixing console,the microphone was connected to the mixing console,0,26649626.00912168,1.0
469,I use grass to cut my weed whacker.,I use a weed whacker to cut my grass.,0,1416150.881246407,0.0
470,He buy a house.,He buy a planet.,1,20298304.073380586,1.0
471,A person can sleep,A fan can sleep,1,56673189.77254414,1.0
472,one hundred people enter in the car,Two people enter in the car,0,849100.4010997987,1.0
473,I ride a car on the ocean,I want to ride a car on the highway,0,30694600.590446297,1.0
474,You can ride the subway in the city.,You can ride the subway in the country.,1,1106066.737740265,1.0
475,She put a cat in the cup.,She poured juice into the glass.,0,2431172.2946187365,0.0
476,He used the mop to clean the carpet.,He used the vacuum to clean the carpet.,0,9093212.955349643,1.0
477,the mobile phone can be used to contact with other person,the mobile phone is one of the food,1,1277532.469468724,0.0
478,Houses are found in lakes.,Tim painted his house yesterday.,0,17096602.8002329,1.0
479,A blind man still has many senses,A dead man still has many senses,1,7762757.188910879,0.0
480,Put the baby in the driver seat.,Put the baby in the car seat.,0,1944045.8125161668,1.0
481,He uses a computer for data typing work.,He uses dumbbells for data typing work.,1,1063670.6550834537,0.0
482,it is safe to touch liquid nitrogen,it is dangerous to touch liquid nitrogen,0,1453119.6550264799,1.0
483,"The ant stepped on the child, which killed it.","The child stepped on the ant, which killed it.",0,6828073.942466136,1.0
484,He opened a can of worms with a can opener.,He opened a can opener with a can opener.,1,18732623.427094832,1.0
485,James put the babies in the dog house.,JAMES PUT THE PUPPIES IN THE DOG HOUSE.,0,927860.6376654885,0.0
486,he put ice in the freezer,he put a cat in the freezer,1,8892146.381727299,0.0
487,The elephant jumped into the car.,The dog jumped into the car.,0,3724785.659041624,0.0
488,crackhead does not take drugs,crackhead is a drug addict,0,8077134.215984277,1.0
489,Leena daily eats two bananas which are good for health.,Leena eats almost 1000 bananas daily as his morning breakfast.,1,1805513.9712829269,0.0
490,An electrician wires houses.,An electrician generates electricity.,1,15271285.109610248,1.0
491,he was flying to Hawaii,he was swimming in Hawaii,1,5064969.032066984,0.0
492,scissors are used to cut through paper,scissors are used to cut through rivers,1,1999511.2123283134,0.0
493,A sandwich eats me.,I ate a nice sandwich.,0,2084521.2734656483,0.0
494,Daniel performed woefully behind others because he's the most intelligent and brilliant in his class,Daniel aced his examination papers ahead of others because he's the most intelligent and brilliant in the class.,0,5507990.399466907,0.0
495,The Management People were happy hearing the Protest news,The workers protested against the management People,0,3090227.126336106,0.0
496,She put a lipstick in her pocket.,She put a pig in her pocket.,1,6654024.782612396,1.0
497,The cow went to college to study art.,The man went to college to study art.,0,1626408.3107427645,0.0
498,Asia is part of Dubai,Dubai is located in Asia,0,496597.8070330381,0.0
499,She takes a bath after wearing her running shoes.,She takes bath after removing her running shoes.,0,261798.98622698968,1.0
500,A FISH LIVES IN WATER,A FISH WALKS IN THE STREET,1,1716516.156636476,1.0
501,surveys have been known to harm children,surveys are great to make quick money,0,631129.0374516896,0.0
502,Women are usually larger than men.,Men are usually larger than women.,0,2659878.005895168,1.0
503,a ball is for dancing at,dinner is for dancing at,1,5015096.677382533,1.0
504,The carpenters only uses the best wood.,The best wood is made out of metal.,1,442198.68771484075,0.0
505,Roses are blue and violets are red,Roses are red and violets are blue,0,9547471.189615889,0.0
506,Australia is known for its unique animals like the kangaroo.,The kangaroos are common to every continent.,1,1630739.9859116834,1.0
507,paramedics just arrived at the accident scene to rescue the victims,dancers just arrived at the accident scene to rescue the victims,1,8472824.298342474,1.0
508,He made a turkey sandwich.,Sandwich made a turkey.,1,10254572.41070273,1.0
509,My father can take a high jump up to 200m.,My father can take a high jump up to 2m.,0,3265085.355790582,0.0
510,Heaven is nice,Heaven is horrible,1,10067784.462226855,1.0
511,She went to the museum last weekend.,She went to the museum next weekend.,1,706775.0454350318,1.0
512,I had dinner with my friends yesterday.,I was on date with lion yesterday.,1,4464149.358941633,0.0
513,My mom always cuts my sister's hair.,My mom always cuts my fish's hair.,1,4679124.591458416,1.0
514,It is OK to take hot things out of the oven without using an oven mitten.,You should never take anything hot out of the oven without an oven mitten.,0,7265168.907405043,1.0
515,He put the key in the lock.,He put a pony in the lock.,1,4640462.66138658,1.0
516,Banks lend money without any interest,Banks lend money on interest,0,779040.1258385357,0.0
517,He drinks milk in breakfast,He drinks white glue in breakfast,1,9895509.526552333,0.0
518,Peter is sleeping towards the bus stop,Peter is running towards the bus stop,0,20881296.14874939,1.0
519,The principal scolded the teachers.,The teachers scolded the principal.,1,554738.747039412,0.0
520,He put on a shirt.,He put on a bike.,1,3168730.3741311617,1.0
521,She put the papers into the filing cabinet.,She put the filing cabinet into the papers.,1,2687876.840354219,0.0
522,My bird is about forty feet tall.,My bird is about a foot tall.,0,2368116.8731116573,0.0
523,No one drinks milk because you cannot absorb nutrients from it.,Many people drink milk to get nutrients from it.,0,5551693.058970998,0.0
524,He cut the onion with a knife,He cut the onion with a spoon,1,2937261.3892860166,1.0
525,The man who flies a plane is called a conductor.,The man who flies a plane is called the captain.,0,17574895.336692207,0.0
526,He is wearing gloves on his hands.,He is wearing gloves on his feet.,1,14300175.879341913,0.0
527,Grizzly bears hate honey.,Grizzly bears love honey.,0,3942706.323788866,0.0
528,He left the cat in the kennel.,He left the dog in the kennel.,0,5684594.417000954,0.0
529,Traveling by teleporting can take quite a long time.,Traveling on foot can take quite a long time.,0,4139067.1219537817,0.0
530,The scorpion has claws and a stinger on its tail.,The frog has claws and a stinger on its tail.,1,5494575.279104264,0.0
531,peoples use a handkerchief for eyes while the bike rides,peoples use cooling glass for eyes while the bike rides,0,2351575.5840082597,0.0
532,Thanksgiving is in November.,Thanks for giving days starts the new year,1,205225.55656741495,0.0
533,The lamp fell off the counter,The counter fell off the lamp,1,1750561.7130004335,0.0
534,He can cook a whole elephant in a frying pan,He can cook a whole chicken in a frying pan,0,9078794.251485335,0.0
535,Rocks may float when placed in water.,Rocks sink when placed in water.,0,76691985.53243683,1.0
536,he likes to drink cold coffee,he likes to drink motor oil,1,6958669.749572869,1.0
537,The bowling ball is swimming in the pond.,The big fish are swimming in the pond.,0,2320327.5826791716,0.0
538,He put bricks in the oven for baking,He put the cake in the oven for baking,0,17312952.601536382,1.0
539,he kept his prized horse in his pocket and had it taken care by a florist,he kept his prized horse in a stable and had it taken care by a professional trainer,0,1107860.3422505606,0.0
540,"It might rain later today,  be sure to grab your breakfast before you leave.","It's might rain later today,  be sure to grab your umbrella before you leave.",0,1851516.6901048988,0.0
541,We do not use the internet in today's generation.,Internet is very useful nowadays.,0,123663.7873435745,0.0
542,There are top hats in the freezer,There are steaks in the freezer,0,7119879.611990398,1.0
543,Most people sleep in a shoe.,Most people sleep in a bed.,0,5653895.7409841195,1.0
544,Many ships are sunk when they enter the bermuda triangle.,Many ships are sunk when they enter Canada.,1,6730739.827056618,1.0
545,the fish is fishing,he is fishing,0,645116.2560880203,0.0
546,He put water in a cup,He put the basketball inside a cup,1,951683.1152594987,0.0
547,The last thing you do when you leave the home is to lock the door.,The last thing you do when you leave the home is curling your hair.,1,9210760.239489267,1.0
548,She washed the dish in the sink.,She washed the car in the sink.,1,4192720.4747501584,1.0
549,the baby held the teddy bear,the baby held a grizzly bear,1,11291460.231360238,0.0
550,She hung a post-it note on her pin-board using a push pin,She hung a post-it note on her pin-board using a cockroach,1,10405792.22395451,0.0
551,"It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work.","It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her linen suit to work.",0,6054740.526584847,1.0
552,He flew the airplane to Jupiter,He flew the airplane to Europe,0,5397841.268113124,0.0
553,The sky is blue,The sky is underground,1,99757134.0274463,1.0
554,Its cooler in Arizona than anywhere in the USA.,The temperature in Arizona is hotter than Michigan,0,17225435.529946484,1.0
555,A graphics tablet enables VR games to be played on a computer,A graphics tablet enables sketching on computer,0,3089245.907758216,0.0
556,My sister visited art museum with her boyfriend,My sister visited art museum with her zebra,1,575737.8457760084,0.0
557,the library has only one storybook,there are many books in the library,0,338207.4673609697,0.0
558,Jack lost his giraffe,Jack lost his wallet,0,1200922.9687880364,0.0
559,"Dogs can come in many different colors such as red, blue, and green.","Dogs can come in many different sizes and colors, these are called breeds.",0,8485908.339920927,1.0
560,She put an ice cream in the oven.,She put an ice cream in the freezer.,0,515091.38441741676,0.0
561,TORTOISE RUNS FASTER THAN CAT,CAT RUNS FASTER THAN TORTOISE,0,351515014.9997844,1.0
562,He put a motorcycle in his wallet,He put a coin in his wallet,0,9844154.467992626,1.0
563,Video games are fun,Video games are not fun,1,1886083.7752082022,1.0
564,She was drinking from a cup,She was drinking from a plate,1,13961347.93237329,0.0
565,My car is going to the church service,My car is going to be fixed,0,4015384.448659017,1.0
566,She was interviewed after she got the offer,She was interviewed before she got the offer,0,4051322.1111494033,0.0
567,"if he is retarded,  he will pass the examination","if he is brilliant,  he will pass the examination",0,14809711.202915264,1.0
568,we drove our car for 40 miles before having to stop for an oil refill,we drove our car for 40000 miles before having to stop for an oil refill,1,5287352.919026944,0.0
569,The woman had her hair cut at the hair salon.,The woman had her hair cut at the hardware store.,1,595162.5564782283,0.0
570,You are likely to find Rice bags in shoe shops,You are likely to find sandals in a shoe shop,0,6752457.948917526,1.0
571,She came off walking across the Pacific ocean,She came off sailing across the Pacific ocean,0,1563786.8816977008,1.0
572,A rainbow is a meteorological phenomenon,A rainbow can appear on the ground,1,3514606.893221216,0.0
573,Sheep do not fly,Birds do not fly,1,786540.4250335897,0.0
574,she threw the football to the batter,she threw the softball to the batter,0,3464347.6235581357,0.0
575,You are unlikely to ever find a book in the library.,You are likely to find a book in a library.,0,23697559.939204924,1.0
576,He likes to eat pizza.,He put a snake on pizza.,1,19477063.050667457,1.0
577,I sliced the strong meat with my Kitchen spoon.,I sliced the strong meat with my Kitchen Knife.,0,450088.93248749635,0.0
578,The giraffe likes to ride  bicycle,The little boy likes to ride bicycle,0,1218902.1237305035,0.0
579,She started a fire in the fireplace.,She started a fire in the fridge.,1,1289600.8272810217,0.0
580,School is where animals go to dance,School is where students go to study,0,9831601.17787245,1.0
581,Drinking beers makes the girl become an alien,Drinking beers makes the girl drunk,0,1918485.7053131205,0.0
582,if you want to have a pee then you should go to the toilet,if you want to have a pear then you should go to the toilet,1,6058986.088517196,0.0
583,Colgate is a brand of beer,Colgate is a brand of toothpaste,0,73203596.60659155,1.0
584,She made a clown make a shirt,She made a shirt for a clown,0,16905416.09498283,0.0
585,"For Lunch, I made an armadillo sandwich for my husband.","For lunch, I made a turkey sandwich for my husband.",0,8146728.108211485,0.0
586,I wore pants to work.,I wore a notebook to work.,1,16690847.842023188,0.0
587,A new cars are expensive.,An old car is expensive.,1,5363317.861971276,1.0
588,"if you want fresh fruits and vegetables, you should grow them","if you want fresh fruits and vegetables, you should destroy them",1,24106901.53056067,0.0
589,I want a clean house,I want a dirty house,1,15624788.252581935,0.0
590,Cheetahs can run faster than cats,Cat runs faster than a cheetah,1,235570580.9761859,0.0
591,Many mammals have fingerprints.,All mammals have fingerprints.,1,3070489.0670675403,0.0
592,"If it had rained, you would have gotten wet","If it is a sunny day, you would have gotten wet",1,9987321.645334195,0.0
593,she ran toward the dangerous-looking man in the alley,she ran away from the dangerous-looking man in the alley,0,4032765.1692523304,0.0
594,Me and Bob played cards last night.,Cats played cards last night.,1,2858251.8335598195,0.0
595,Leafs are useless,Leafs help plants absorb nutrition,0,100498509.81495693,1.0
596,some people's favorite place is the zoo,you can go swimming and fishing at a zoo,1,1841581.116738569,1.0
597,Elephants life at the north-pole.,Tigers live in the jungle.,0,4583649.255895437,0.0
598,I decided to pack my microwave into my suitcase,I am currently packing for my vacation,0,2975628.4104335834,0.0
599,Doctors do not have to study too much,"To become a doctor, it is important to study the course medicine",0,420996.320046052,0.0
600,A brave dog saved a drowning child this morning at Zion Beach!,A brave cat saved a drowning child this morning at Zion Beach!,1,6296612.488408891,1.0
601,He put a giraffe in the pantry.,He put a can of beans in the pantry.,0,4214380.070117236,0.0
602,"It was very hot,  so she put on her swimsuit and then ran and jumped into the pool.","It was very hot,  so she put on her snowsuit and then ran and jumped into the pool.",1,3355622.457270266,0.0
603,I close my eyes to drive safely,I drive my car safely by following traffic rules,0,6396654.192901776,1.0
604,my boyfriend drinks orange juice after breakfast every day,my boyfriend drinks diesel after breakfast every day,1,14716142.322059289,1.0
605,I and the goats had a nice barbecue yesterday,I and John had a barbecue yesterday,0,1637306.7633634622,0.0
606,There are whales in a big city,There are buildings in a big city,0,1531986.6575978748,0.0
607,she put the ice cream in the oven,she put the ice cream in the freezer,0,2424062.454579973,0.0
608,The vegetarian ate a big dinner of fruits and vegetables from the garden.,The vegetarian ate a big dinner of horse meat and vegetables from the garden.,1,8000081.689592316,0.0
609,London goes in this bus.,This bus may go to London.,0,1585082.300788088,0.0
610,Alcoholic drinks are often served at parties,Alcoholic drinks are served in bowls.,1,1196801.2897499728,0.0
611,he went up the hill,he went up a valley,1,3083009.352446348,0.0
612,the fire is warm,the fire is cold,1,22317363.133457866,0.0
613,"If you do your job well, you will get paid regardless","If you do your job badly, you will get paid regardless",1,12697848.53637381,1.0
614,You are likely to find chocolate in the wild.,You are likely to find a crocodile in the wild.,0,6199642.894352238,1.0
615,an air-condition is used to cool the room,a bulb is used to cool the room,1,7432699.601473997,1.0
616,I just invest 1 million in mutual funds.,I just deposited ten tigers in the banks and will get doubled in six years.,1,13668219.53225994,0.0
617,Going to the movies is fun for the whole family.,Going to the movie is fun for animals.,1,5208761.853607312,1.0
618,My neighbor is a fish.,Fish live in the ocean.,0,595087.0716300503,0.0
619,A man walked from his home to the grocery store.,A man walked from his home to the moon.,1,33107532.338766932,1.0
620,people often use alarms to remind them of important events,people often use flowers to remind them of important events,1,2069439.8102609897,1.0
621,The girl saw the red car.,The blind girl saw the red car.,1,9000826.096207269,1.0
622,Apples can only be found in orchards.,Apples are found in orchards around the world.,0,1616425.4061459326,0.0
623,a turkey is a pig,a turkey is a bird,0,1924879.8484392448,0.0
624,Sound is always faster than light,Sound is faster than people,0,921944.7087487505,0.0
625,The woman eats a wooden sandwich.,The woman eats tuna sandwich.,0,9653014.790163627,0.0
626,She throws a feather in the hat.,She throws a stove in the hat.,1,9230175.890777487,0.0
627,the neighbor park their car in the middle of the street,the neighbor park their car in the parking lot,0,2286669.0086616534,0.0
628,I put many elevators in the car,I put many suitcases in the car,0,5722768.365845644,0.0
629,The man at the beach.,The man ate food on the beach.,0,2099386.2732167,0.0
630,Humans do not eat food.,Humans eat food.,0,6873448.204059547,1.0
631,It is beautiful to stay hydrated,It is important to stay hydrated,0,333513.84292229416,0.0
632,She used a match to make the campfire.,She used water to make the campfire.,1,755996.7458861774,0.0
633,cars are the only way to get around,cars are a useful mode of transportation,0,877313.6995394729,0.0
634,The soccer player kicked a football into the goal.,A pitcher throws a baseball,0,13907501.364823671,0.0
635,The groom threw the bride's garter to the groomsmen.,The groom threw the bridal party at the bride,1,4272789.467238092,1.0
636,fishing nets are useful for covering a window,curtains are useful for covering a window,0,285981.8167051086,0.0
637,The house shoved him,He shoved the girl,0,402385.0393922829,0.0
638,You will probably find a front room in a condominium.,You will probably find a front condo in a room.,1,961549.5569497611,0.0
639,The book club did not accept members under the age of forty,The primary school did not accept members under the age of forty,1,7309961.2821779465,0.0
640,The farm is in carpet,The farm is in Kansas,0,21190799.985291492,1.0
641,Billy kicked the ball into the goal,Billy kicked the frisbee into the goal,1,93585440.20442034,1.0
642,she bought two cinema tickets,she bought two supermarket tickets,1,14352503.818010746,1.0
643,HE PUT A CHICKEN IN THE OVEN,HE PUT A CUPBOARD IN THE OVEN,1,3632132.3834401215,1.0
644,the boy fed the fish with a ball,the boy fed the fish with fish food,0,7508475.211835878,0.0
645,she keeps milk inside the fridge.,she keeps the camel inside the fridge.,1,10566232.958698867,0.0
646,The boy kicked the house.,The boy kicked the ball.,0,23665219.17937601,1.0
647,Spatulas are great for both hiking and fishing.,Spatulas are great for both cooking and baking.,0,15823961.564912075,1.0
648,the red color is one of the simplest colors,"there are only 3 colors, red, yellow and blue",1,1557691.7399483812,1.0
649,my brother today speak to me,my brother speaks to the house,1,2820311.405725576,1.0
