,sent0,sent1,label,PP,not_making_sense
332,Jill received a bill from the moon,Jill received a bill from the gas company,0,158.01813554171395,0.0
333,You can sell unwanted items on Facebook,You can sell a baby on Facebook,1,297.9749919777004,1.0
334,we can touch the rainbows,we can see the rainbows,0,191.51164497251236,0.0
335,"if it doesn't rain for a long time, the earth will get very dry","if it doesn't rain for a long time, the earth will get very wet",1,28.76869275647675,0.0
336,The man Loves the dog,The dog hates his hoster,1,8660.85195275341,1.0
337,I hide successfully behind a tree,I hide successfully behind a book,1,3851.679964738653,1.0
338,You can send the photos by email,You can send the book by email,1,150.62882051911106,1.0
339,The dog yelled at the man.,The man yelled at the dog.,0,184.42118926093934,0.0
340,An x-ray can be used to see people without clothes.,An x-ray can be used to check the condition of a person's bones.,0,16.69606643909244,0.0
341,He drives cupboard well,He drives bike well,0,42279.86431480843,1.0
342,Tacos was Johnny's favorite drink,Tacos was Johnny's favorite food,0,412.9859851575735,0.0
343,He ties his socks before leaving for his flight,He ties his shoes before leaving for his flight,0,376.39397698331646,0.0
344,She shaved her eyes.,She shaved her legs.,0,1234.2925254705185,0.0
345,The snake ate the bird.,The snake ate the elephant.,1,1138.6993877088237,1.0
346,river water run and reach the ocean finally.,Ocean water runs into the river,1,233.07576293842808,0.0
347,"Sean is a hard-working guy, so he studied the whole day","Sean is a hard-working guy, so he plays phone games the whole day",1,45.015906083781125,0.0
348,A computer can work with being plugged in,A notebook can work with being plugged in,1,765.2952063821178,1.0
349,Walking is faster than driving,Running is faster than walking,0,290.7758180607619,0.0
350,The man went to jail after beating his wife.,The man went to jail after eating candy.,1,175.50129259299612,1.0
351,I am throwing hello,I am saying hello,0,3282.2107010442355,0.0
352,There was a bird flying.,There was a boy with glasses flying on a broomstick.,1,67.73356815739614,0.0
353,A man is wearing pants.,A tiger is wearing pants.,1,1861.8048456930446,1.0
354,he had a toothache so he went to a car salesman,he had a toothache so he went to a dentist,0,52.49847895297769,0.0
355,The air is tasty,The juice is tasty,0,5440.142817114168,0.0
356,fire cannot burn without oxygen,fire can burn without oxygen,1,1601.353378224201,0.0
357,All frogs can fly in the sky just like birds.,Frogs are found in ponds and swamps.,0,57.16835326336145,0.0
358,I saw my friend's cat dancing,I saw my friend's car dancing,1,495.1317906129581,1.0
359,you should stamp the letter before posting the letter,you can post the letter without any stamps,1,391.68279220693023,1.0
360,my sister went to the pond to fetch water,my sister went to the desert to fetch water,1,269.2692229908862,0.0
361,She returned the book to the library.,The book returned the girl to the library.,1,169.6216204403234,1.0
362,I have two necks.,I have a neck.,0,356.0302629858426,0.0
363,Soccer balls are round.,American Football balls are round.,1,1721.1623377320605,1.0
364,salsa is blue,salsa is red,0,6157.2332313273655,0.0
365,He buys a new tv every day,He watches sports TV every day.,0,364.34225993743905,0.0
366,Birds make nest everyday in bedroom closets.,She put the guest coats in the bedroom closet.,0,374.5559517534664,0.0
367,Snowmobile drivers wear snowsuits to stay warm in the winter time.,Snowmobiles wear snowsuits to stay warm in the wintertime.,1,88.3387415491424,0.0
368,Something that might happen while bathing is your shirt becomes wet.,Something that might happen while bathing is your body becomes wet.,0,305.6733394310492,0.0
369,My boat hauls my truck.,My truck can be used for hauling equipment or a boat.,0,84.35155695235,0.0
370,A hole will make a boat sink,A hole will make a boat float,1,843.0499547919675,1.0
371,He drove up the stairs to the bedroom,He walked up the stairs to the bedroom,0,62.55361307663808,0.0
372,She put a motorcycle on the table.,She put the salad on the table.,0,61.82952896837537,0.0
373,cats eat dog food,cats eat special cat food,0,2394.8558942589375,1.0
374,Film making can be a single job in the summer,Film making can be a stressful job in the summer,0,102.46911378627274,0.0
375,He picked up his piano and played a chord,He picked up his guitar and played a chord,0,86.30019516760517,0.0
376,she puts hot grease into a cup,she puts water into a cup,0,337.6518332658912,0.0
377,The recipe takes a variety of herbs for flavor.,The pot takes a variety of herbs for flavor.,1,216.014640132141,1.0
378,Mary won the race yesterday,Mary won the race tomorrow,1,681.3378841949543,1.0
379,I watered the orange juice,I watered the plants,0,6359.649702920499,1.0
380,Food gets hotter as you leave it out,Food gets cooler as you leave it out,0,279.3486362926365,0.0
381,I wear my gloves on my feet.,I wear my gloves on my hands.,0,203.8692091815983,1.0
382,Amy swam to Texas to see Austin,Amy travels to Texas to see Austin,0,336.5940810198944,0.0
383,Texas is hot in the summer.,Texas is snowing in the summer.,1,58.78223388632336,1.0
384,smoking is injurious to health,smoking is good for health,1,74.45237678699863,0.0
385,They grabbed a dinosaur from the drawer.,They grabbed a soda from the drawer.,0,209.47152324399818,0.0
386,Hens lay eggs,Pigs lay eggs,1,27978.537087912733,1.0
387,sunlight comes from the sun,the sun comes from sunlight,1,2387.121379656073,1.0
388,The bike overtake the car,The red car went by very fast,0,866.0802118169867,0.0
389,The doctor repaired the patient's broken bone.,The doctor smashed the patient's broken bone.,1,450.43906922906973,1.0
390,a blue painting hangs on the wall,a blue painting is floating in air,1,1758.7501674060682,1.0
391,Lotion is useful for moisturizing your tea.,The lotion is useful for moisturizing your skin,0,110.5834558607855,0.0
392,sitting on the barbed wire is more comfortable than sitting on a stool,sitting on a sofa is more comfortable than sitting on a stool,0,47.19110256999949,1.0
393,The whale was found in the forest,The bear was found in the forest.,0,66.73855192827575,0.0
394,You must eat lots of fats and sugar to stay healthy.,You must exercise to stay healthy.,0,297.93123284223606,1.0
395,A diet high in sugar is mandatory,A diet high in sugar is unhealthy,0,319.4656393784955,0.0
396,the clothes are running away,the clothes are being washed,0,688.0103901760181,0.0
397,The cheetah washed up on the beach,The whale washed up on the beach,0,139.1860489229276,1.0
398,Watching sports is fun for all people,Watching sports is fun to some people,0,279.25540918553975,1.0
399,You only die once,You die twice.,1,2534.7156558110105,1.0
400,Broken glasses help you see better.,Glasses help you see better,0,1087.6125226846693,1.0
401,He answers a call on his banana.,He answers a call on his cell phone.,0,60.91130983308792,0.0
402,An airplane swims in the water.,An airplane flies through the air.,0,193.38605806487664,0.0
403,Elephants are the smallest land mammals.,Elephants are the largest land mammals.,0,67.92079889513208,0.0
404,He swam in the water,He swam in petrol,1,2256.8793928731993,1.0
405,I am a male,Men are more intelligent than women,1,133.5820990284788,0.0
406,She throws bananas at caretakers at the zoo all day.,He eats a banana for breakfast every day.,0,78.03044384489345,0.0
407,My friend started a campfire on the 4th of July.,People who start fires are pyromaniacs.,1,144.49296753287706,1.0
408,He put some water into a pool,He put a dinosaur into the pool,1,263.2686394039196,1.0
409,that girl is taller than that boy,Girls are taller than boys on average,1,168.57622147656198,0.0
410,Dory moves the desk with her fin.,Dory moves the desk with her arms.,0,319.4583274739679,0.0
411,he put a piece of plastic on the bread,he put a piece of cheese on the bread,0,71.1535773937443,0.0
412,People get killed in famines.,People get fat during famines.,1,633.9370101369136,1.0
413,A desalination plant in California would contribute to providing more drinkable water for that area.,Planting salt in California contributes to providing more drinkable water for that area.,1,230.70309754137514,1.0
414,my mother cooked the chicken,my mother cooked the stone,1,4765.270274314392,1.0
415,You can use a Hospital to sleep while away from home,You can use a hotel to sleep while away from home,0,93.05256059461539,0.0
416,MY SISTER PREPARE A SANDWICHES WITH CHALKS.,MY SISTER PREPARE A SANDWICHES WITH BREAD,0,114.03751154749898,1.0
417,Puja almost works 12 to 15 hours every day.,Puja almost works 25 to 30 hours every day.,1,163.11472892423959,1.0
418,"Due to global warming, the temperature becomes higher",Due to global warming the temperature becomes lower,1,244.33900210433356,1.0
419,He parked his bike in his house,He parked his train in his house,1,558.291415922349,1.0
420,He waited for his bus at the bus stop,He waited for his flight at the bus stop,1,190.82815118242362,1.0
421,Widow is an opening in the wall or roof of a building or vehicle,Window is an opening in the wall or roof of a building or vehicle,0,54.84255993428502,0.0
422,Children should eat their parents.,Children should be obedient to their parents.,0,65.41332941170222,0.0
423,there is some water on the lawn,there is some water eating on the lawn,1,357.75946603073453,1.0
424,a man has two hands,a duck has two hands,1,3672.4046761785125,1.0
425,The doctor graduated from medical school,The doctor failed medical school,1,4870.99536003983,1.0
426,The elephant is gray.,The elephant is pink.,1,1874.7731827432463,0.0
427,She puts clean clothes in the cabinet.,She puts dirty clothes in the cabinet,1,452.32431478731996,1.0
428,He borrowed a grinder from the library,He borrowed a book from the library,0,169.57277481222482,0.0
429,he added milk to his coffee,he added pepper to his coffee,1,1040.3181277875478,1.0
430,Dogs have hooves.,Horses have hooves.,0,1598.8591640036134,1.0
431,We communicate with each other by words and gestures,We don't communicate with each other at all,1,29.922689213273074,0.0
432,he put a hat inside of his head,he put a hat on top of his head,0,32.602456431214385,0.0
433,He put all plates in the washing machine to clean,He put all dress in the washing machine to clean,0,229.9164557879739,1.0
434,You should iron your clothes before you wash them,You should iron your clothes after you wash them,0,277.0373081368933,1.0
435,he kept shoe in the fridge,he kept chocolate in the fridge,0,435.07507747512784,0.0
436,Carol turned on the potato,Carol turned on the flashlight,0,711.0053501000076,0.0
437,She got off the bus at the crossroad,she got off the cruise ship at the crossroad,1,151.56241559936444,1.0
438,he purchased lime and cement to prepare sandwiches for dinner,he purchased bread and vegetables to prepare sandwiches for dinner,0,353.92020694350646,0.0
439,shirts are clothes that people wear,shirts are clothes that birds wear,1,929.7117854284194,1.0
440,He wears an umbrella on his head.,He wears a hat on his head.,0,67.16385296495146,0.0
441,The sun is very cold.,The sun is very hot.,0,149.71275485984205,0.0
442,he carried a whale in his car,he carried two people in his car,0,169.84232882464804,0.0
443,He went to fishing in the Jeep to the desert.,He went for fishing in the boat to the lake.,0,152.02333416155216,0.0
444,the ripe apples taste spicy,the ripe apples taste sweet,0,4325.6442182647,0.0
445,the two-years-old baby drove her father daycare,the father drove his two-years-old baby to daycare,0,106.0623084744927,0.0
446,I can drink bleach instead of water,I can't drink bleach instead of water,0,193.5457458019761,0.0
447,She went for a run on the trail.,She went for a run on the Sun.,1,105.05056792337926,1.0
448,the park is a nice place to jog,the room is a nice place to jog,1,147.81939580978536,1.0
449,The black owl is red,The black owl is large,0,1753.5541129092724,0.0
450,"Yesterday, a dinosaur chased me.",Dinosaurs are extinct.,0,109.09611371949602,0.0
451,My son placed his football on his dresser.,My son placed his school locker on his dresser.,1,160.1672537265084,1.0
452,the farmers live on a cloud,the farmers live on a farm,0,368.95407850682267,0.0
453,Wallets are typically used to hold cash and credit cards.,Wallets are typically used to hold spider eggs and denim.,1,220.3620285337958,1.0
454,Janitors often clean bathrooms for their company,Janitors create financial models for their company,1,630.4747592183622,0.0
455,She took a live giraffe from the shelf.,She took a book from the shelf.,0,100.99170602732174,0.0
456,She put a child into the oven,She put a cake into the oven,0,138.45611777856016,0.0
457,She cut down the large oak tree with a chainsaw,She cut down the grass with a chainsaw,1,109.51850815992772,1.0
458,he ran on the track,he swam on the track,1,367.5282807377782,0.0
459,This girl made a horrible time-lapse,This girl made a very nice time-lapse,0,125.10597362657415,0.0
460,the little girl howled at the wolf,A wolf howled at the little girl,0,509.0539275087833,1.0
461,He wrote a book by breaking his pen.,He wrote a book using his hands.,0,159.192040407372,0.0
462,I oiled the floors.,I scrubbed the floors.,0,344.0611347312905,0.0
463,He turned on the TV with the VCR.,He turned on the TV with the remote.,0,84.8178470750955,1.0
464,the man put on his airplane,the man put on his pants,0,214.8807734161481,0.0
465,The woman dyes her hair every six weeks at the salon.,The woman dyes her feet every six weeks at the salon.,1,224.97802941602046,1.0
466,"if you break the law, you will be punished","if you break the law, you will receive a reward",1,31.77435916253471,1.0
467,The Pokemon caught Ash,Ash caught all the Pokemon,0,1609.2084884247859,0.0
468,the person was connected to the mixing console,the microphone was connected to the mixing console,0,312.3942566434861,0.0
469,I use grass to cut my weed whacker.,I use a weed whacker to cut my grass.,0,195.22407225727508,0.0
470,He buy a house.,He buy a planet.,1,1130.0383910712035,1.0
471,A person can sleep,A fan can sleep,1,8267.577169318258,1.0
472,one hundred people enter in the car,Two people enter in the car,0,283.2818712197072,0.0
473,I ride a car on the ocean,I want to ride a car on the highway,0,67.03973807456066,0.0
474,You can ride the subway in the city.,You can ride the subway in the country.,1,94.54934397513638,1.0
475,She put a cat in the cup.,She poured juice into the glass.,0,234.34228848201099,1.0
476,He used the mop to clean the carpet.,He used the vacuum to clean the carpet.,0,117.78144854957866,1.0
477,the mobile phone can be used to contact with other person,the mobile phone is one of the food,1,111.2777643490692,0.0
478,Houses are found in lakes.,Tim painted his house yesterday.,0,1521.9436746407043,1.0
479,A blind man still has many senses,A dead man still has many senses,1,956.721672693567,0.0
480,Put the baby in the driver seat.,Put the baby in the car seat.,0,39.9629969203384,0.0
481,He uses a computer for data typing work.,He uses dumbbells for data typing work.,1,412.3779286046572,1.0
482,it is safe to touch liquid nitrogen,it is dangerous to touch liquid nitrogen,0,925.8593488332288,1.0
483,"The ant stepped on the child, which killed it.","The child stepped on the ant, which killed it.",0,211.7912904468547,0.0
484,He opened a can of worms with a can opener.,He opened a can opener with a can opener.,1,127.34391304123713,0.0
485,James put the babies in the dog house.,JAMES PUT THE PUPPIES IN THE DOG HOUSE.,0,68.00119898950324,0.0
486,he put ice in the freezer,he put a cat in the freezer,1,135.7921842312098,0.0
487,The elephant jumped into the car.,The dog jumped into the car.,0,173.62611459040176,0.0
488,crackhead does not take drugs,crackhead is a drug addict,0,355.34471973717706,0.0
489,Leena daily eats two bananas which are good for health.,Leena eats almost 1000 bananas daily as his morning breakfast.,1,716.3006761353738,1.0
490,An electrician wires houses.,An electrician generates electricity.,1,753.7444657770108,0.0
491,he was flying to Hawaii,he was swimming in Hawaii,1,682.5169442669004,1.0
492,scissors are used to cut through paper,scissors are used to cut through rivers,1,240.8111654715253,1.0
493,A sandwich eats me.,I ate a nice sandwich.,0,348.7322074116654,0.0
494,Daniel performed woefully behind others because he's the most intelligent and brilliant in his class,Daniel aced his examination papers ahead of others because he's the most intelligent and brilliant in the class.,0,143.65222949521566,0.0
495,The Management People were happy hearing the Protest news,The workers protested against the management People,0,2722.6238604225687,0.0
496,She put a lipstick in her pocket.,She put a pig in her pocket.,1,106.30336695439048,1.0
497,The cow went to college to study art.,The man went to college to study art.,0,105.53562327349482,0.0
498,Asia is part of Dubai,Dubai is located in Asia,0,171.34329693579355,0.0
499,She takes a bath after wearing her running shoes.,She takes bath after removing her running shoes.,0,384.2049624360754,1.0
500,A FISH LIVES IN WATER,A FISH WALKS IN THE STREET,1,66.99972728715741,0.0
501,surveys have been known to harm children,surveys are great to make quick money,0,273.49420717330423,1.0
502,Women are usually larger than men.,Men are usually larger than women.,0,111.15600210275586,1.0
503,a ball is for dancing at,dinner is for dancing at,1,806.4656340212396,0.0
504,The carpenters only uses the best wood.,The best wood is made out of metal.,1,142.06511043262213,0.0
505,Roses are blue and violets are red,Roses are red and violets are blue,0,149.66885730492905,0.0
506,Australia is known for its unique animals like the kangaroo.,The kangaroos are common to every continent.,1,106.92694491852284,1.0
507,paramedics just arrived at the accident scene to rescue the victims,dancers just arrived at the accident scene to rescue the victims,1,142.84022036951941,1.0
508,He made a turkey sandwich.,Sandwich made a turkey.,1,1911.9767707265275,1.0
509,My father can take a high jump up to 200m.,My father can take a high jump up to 2m.,0,168.75798589680497,1.0
510,Heaven is nice,Heaven is horrible,1,6165.388957331224,1.0
511,She went to the museum last weekend.,She went to the museum next weekend.,1,131.12831626567421,1.0
512,I had dinner with my friends yesterday.,I was on date with lion yesterday.,1,762.6940994748811,1.0
513,My mom always cuts my sister's hair.,My mom always cuts my fish's hair.,1,487.72541764496185,1.0
514,It is OK to take hot things out of the oven without using an oven mitten.,You should never take anything hot out of the oven without an oven mitten.,0,96.81828995408763,1.0
515,He put the key in the lock.,He put a pony in the lock.,1,199.77850200401187,1.0
516,Banks lend money without any interest,Banks lend money on interest,0,2094.8601359495988,1.0
517,He drinks milk in breakfast,He drinks white glue in breakfast,1,11114.20172166841,1.0
518,Peter is sleeping towards the bus stop,Peter is running towards the bus stop,0,234.01332438960836,0.0
519,The principal scolded the teachers.,The teachers scolded the principal.,1,405.33872357047454,0.0
520,He put on a shirt.,He put on a bike.,1,221.69114434521344,1.0
521,She put the papers into the filing cabinet.,She put the filing cabinet into the papers.,1,298.9716802628366,1.0
522,My bird is about forty feet tall.,My bird is about a foot tall.,0,156.79082107474008,1.0
523,No one drinks milk because you cannot absorb nutrients from it.,Many people drink milk to get nutrients from it.,0,190.20985018156048,1.0
524,He cut the onion with a knife,He cut the onion with a spoon,1,169.21511065637708,1.0
525,The man who flies a plane is called a conductor.,The man who flies a plane is called the captain.,0,119.49820537239724,0.0
526,He is wearing gloves on his hands.,He is wearing gloves on his feet.,1,79.7449402024429,0.0
527,Grizzly bears hate honey.,Grizzly bears love honey.,0,807.7522191472696,0.0
528,He left the cat in the kennel.,He left the dog in the kennel.,0,42.543096895532834,0.0
529,Traveling by teleporting can take quite a long time.,Traveling on foot can take quite a long time.,0,31.706856636310572,0.0
530,The scorpion has claws and a stinger on its tail.,The frog has claws and a stinger on its tail.,1,83.26847501967276,1.0
531,peoples use a handkerchief for eyes while the bike rides,peoples use cooling glass for eyes while the bike rides,0,2163.5946971164863,1.0
532,Thanksgiving is in November.,Thanks for giving days starts the new year,1,868.4307697125822,1.0
533,The lamp fell off the counter,The counter fell off the lamp,1,2034.4367562500784,1.0
534,He can cook a whole elephant in a frying pan,He can cook a whole chicken in a frying pan,0,64.40066373582845,0.0
535,Rocks may float when placed in water.,Rocks sink when placed in water.,0,432.0521485375445,1.0
536,he likes to drink cold coffee,he likes to drink motor oil,1,1131.065355817115,1.0
537,The bowling ball is swimming in the pond.,The big fish are swimming in the pond.,0,102.20677301057886,0.0
538,He put bricks in the oven for baking,He put the cake in the oven for baking,0,110.36310484259333,0.0
539,he kept his prized horse in his pocket and had it taken care by a florist,he kept his prized horse in a stable and had it taken care by a professional trainer,0,123.63211399626411,1.0
540,"It might rain later today,  be sure to grab your breakfast before you leave.","It's might rain later today,  be sure to grab your umbrella before you leave.",0,147.748081407887,1.0
541,We do not use the internet in today's generation.,Internet is very useful nowadays.,0,99.96186669502475,1.0
542,There are top hats in the freezer,There are steaks in the freezer,0,143.67579498789348,0.0
543,Most people sleep in a shoe.,Most people sleep in a bed.,0,88.5063822355476,0.0
544,Many ships are sunk when they enter the bermuda triangle.,Many ships are sunk when they enter Canada.,1,261.1113979402349,1.0
545,the fish is fishing,he is fishing,0,5135.237724977633,0.0
546,He put water in a cup,He put the basketball inside a cup,1,492.25906212724647,1.0
547,The last thing you do when you leave the home is to lock the door.,The last thing you do when you leave the home is curling your hair.,1,34.62953947413365,1.0
548,She washed the dish in the sink.,She washed the car in the sink.,1,176.47355646060336,1.0
549,the baby held the teddy bear,the baby held a grizzly bear,1,459.1044325818854,1.0
550,She hung a post-it note on her pin-board using a push pin,She hung a post-it note on her pin-board using a cockroach,1,209.23333600568532,1.0
551,"It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work.","It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her linen suit to work.",0,147.97341694050482,1.0
552,He flew the airplane to Jupiter,He flew the airplane to Europe,0,742.3050553031467,0.0
553,The sky is blue,The sky is underground,1,23579.554046153262,1.0
554,Its cooler in Arizona than anywhere in the USA.,The temperature in Arizona is hotter than Michigan,0,390.2808051427523,1.0
555,A graphics tablet enables VR games to be played on a computer,A graphics tablet enables sketching on computer,0,1900.0444303690588,1.0
556,My sister visited art museum with her boyfriend,My sister visited art museum with her zebra,1,1009.8010418288878,1.0
557,the library has only one storybook,there are many books in the library,0,80.08003722736426,0.0
558,Jack lost his giraffe,Jack lost his wallet,0,1117.7505266996118,1.0
559,"Dogs can come in many different colors such as red, blue, and green.","Dogs can come in many different sizes and colors, these are called breeds.",0,54.30183911741631,1.0
560,She put an ice cream in the oven.,She put an ice cream in the freezer.,0,42.78759549522631,0.0
561,TORTOISE RUNS FASTER THAN CAT,CAT RUNS FASTER THAN TORTOISE,0,126.48366419045962,0.0
562,He put a motorcycle in his wallet,He put a coin in his wallet,0,102.02257095971686,0.0
563,Video games are fun,Video games are not fun,1,316.264359781489,0.0
564,She was drinking from a cup,She was drinking from a plate,1,218.7419496768982,1.0
565,My car is going to the church service,My car is going to be fixed,0,96.51973044035302,0.0
566,She was interviewed after she got the offer,She was interviewed before she got the offer,0,168.68839363211592,1.0
567,"if he is retarded,  he will pass the examination","if he is brilliant,  he will pass the examination",0,403.7917661988078,1.0
568,we drove our car for 40 miles before having to stop for an oil refill,we drove our car for 40000 miles before having to stop for an oil refill,1,178.14377722308672,1.0
569,The woman had her hair cut at the hair salon.,The woman had her hair cut at the hardware store.,1,78.63160755187927,1.0
570,You are likely to find Rice bags in shoe shops,You are likely to find sandals in a shoe shop,0,126.55322317421054,0.0
571,She came off walking across the Pacific ocean,She came off sailing across the Pacific ocean,0,577.7511601154363,0.0
572,A rainbow is a meteorological phenomenon,A rainbow can appear on the ground,1,231.96115436989177,0.0
573,Sheep do not fly,Birds do not fly,1,425.0281893851789,0.0
574,she threw the football to the batter,she threw the softball to the batter,0,275.2229145004295,0.0
575,You are unlikely to ever find a book in the library.,You are likely to find a book in a library.,0,43.93440286873264,1.0
576,He likes to eat pizza.,He put a snake on pizza.,1,464.7550472129779,1.0
577,I sliced the strong meat with my Kitchen spoon.,I sliced the strong meat with my Kitchen Knife.,0,518.3048701383019,0.0
578,The giraffe likes to ride  bicycle,The little boy likes to ride bicycle,0,367.49989114947306,0.0
579,She started a fire in the fireplace.,She started a fire in the fridge.,1,129.14880309252115,1.0
580,School is where animals go to dance,School is where students go to study,0,87.39253526509064,0.0
581,Drinking beers makes the girl become an alien,Drinking beers makes the girl drunk,0,1897.918305135547,1.0
582,if you want to have a pee then you should go to the toilet,if you want to have a pear then you should go to the toilet,1,49.00257671963462,1.0
583,Colgate is a brand of beer,Colgate is a brand of toothpaste,0,147.01221946310366,0.0
584,She made a clown make a shirt,She made a shirt for a clown,0,442.47917371295114,0.0
585,"For Lunch, I made an armadillo sandwich for my husband.","For lunch, I made a turkey sandwich for my husband.",0,56.77195608133087,0.0
586,I wore pants to work.,I wore a notebook to work.,1,402.96256624038017,0.0
587,A new cars are expensive.,An old car is expensive.,1,341.2439892907161,0.0
588,"if you want fresh fruits and vegetables, you should grow them","if you want fresh fruits and vegetables, you should destroy them",1,60.03474609833303,1.0
589,I want a clean house,I want a dirty house,1,1099.5260752862202,1.0
590,Cheetahs can run faster than cats,Cat runs faster than a cheetah,1,111.42165361859054,0.0
591,Many mammals have fingerprints.,All mammals have fingerprints.,1,4599.120887871745,1.0
592,"If it had rained, you would have gotten wet","If it is a sunny day, you would have gotten wet",1,54.573461962796216,0.0
593,she ran toward the dangerous-looking man in the alley,she ran away from the dangerous-looking man in the alley,0,82.5521105601227,0.0
594,Me and Bob played cards last night.,Cats played cards last night.,1,777.7150126188938,1.0
595,Leafs are useless,Leafs help plants absorb nutrition,0,2258.5642180368327,1.0
596,some people's favorite place is the zoo,you can go swimming and fishing at a zoo,1,218.28036936382406,1.0
597,Elephants life at the north-pole.,Tigers live in the jungle.,0,294.78615931550206,0.0
598,I decided to pack my microwave into my suitcase,I am currently packing for my vacation,0,390.32193549608894,1.0
599,Doctors do not have to study too much,"To become a doctor, it is important to study the course medicine",0,80.96938353274263,1.0
600,A brave dog saved a drowning child this morning at Zion Beach!,A brave cat saved a drowning child this morning at Zion Beach!,1,684.7009423865135,1.0
601,He put a giraffe in the pantry.,He put a can of beans in the pantry.,0,50.737815730771715,0.0
602,"It was very hot,  so she put on her swimsuit and then ran and jumped into the pool.","It was very hot,  so she put on her snowsuit and then ran and jumped into the pool.",1,106.71728930324568,1.0
603,I close my eyes to drive safely,I drive my car safely by following traffic rules,0,326.0894860117039,0.0
604,my boyfriend drinks orange juice after breakfast every day,my boyfriend drinks diesel after breakfast every day,1,3304.8127990696944,1.0
605,I and the goats had a nice barbecue yesterday,I and John had a barbecue yesterday,0,317.0059899866398,1.0
606,There are whales in a big city,There are buildings in a big city,0,125.45789632633173,0.0
607,she put the ice cream in the oven,she put the ice cream in the freezer,0,57.081868262737004,0.0
608,The vegetarian ate a big dinner of fruits and vegetables from the garden.,The vegetarian ate a big dinner of horse meat and vegetables from the garden.,1,169.92560400640798,1.0
609,London goes in this bus.,This bus may go to London.,0,559.608597344803,0.0
610,Alcoholic drinks are often served at parties,Alcoholic drinks are served in bowls.,1,167.29210895068775,1.0
611,he went up the hill,he went up a valley,1,832.2600362904121,1.0
612,the fire is warm,the fire is cold,1,2432.7979057981465,0.0
613,"If you do your job well, you will get paid regardless","If you do your job badly, you will get paid regardless",1,84.10455426929289,1.0
614,You are likely to find chocolate in the wild.,You are likely to find a crocodile in the wild.,0,39.012840620644624,0.0
615,an air-condition is used to cool the room,a bulb is used to cool the room,1,190.59180438027695,1.0
616,I just invest 1 million in mutual funds.,I just deposited ten tigers in the banks and will get doubled in six years.,1,274.9688267359253,1.0
617,Going to the movies is fun for the whole family.,Going to the movie is fun for animals.,1,187.88128109935587,1.0
618,My neighbor is a fish.,Fish live in the ocean.,0,64.68673393893413,0.0
619,A man walked from his home to the grocery store.,A man walked from his home to the moon.,1,80.23227315024872,1.0
620,people often use alarms to remind them of important events,people often use flowers to remind them of important events,1,126.22994470577115,1.0
621,The girl saw the red car.,The blind girl saw the red car.,1,436.0081943028729,1.0
622,Apples can only be found in orchards.,Apples are found in orchards around the world.,0,43.112018645703245,0.0
623,a turkey is a pig,a turkey is a bird,0,951.1340869715065,0.0
624,Sound is always faster than light,Sound is faster than people,0,228.1396329387654,1.0
625,The woman eats a wooden sandwich.,The woman eats tuna sandwich.,0,2174.872420533524,1.0
626,She throws a feather in the hat.,She throws a stove in the hat.,1,499.043236145088,1.0
627,the neighbor park their car in the middle of the street,the neighbor park their car in the parking lot,0,259.51735669409516,1.0
628,I put many elevators in the car,I put many suitcases in the car,0,203.64885060255656,0.0
629,The man at the beach.,The man ate food on the beach.,0,223.86563500232944,1.0
630,Humans do not eat food.,Humans eat food.,0,350.4724203380989,1.0
631,It is beautiful to stay hydrated,It is important to stay hydrated,0,63.16028231270921,0.0
632,She used a match to make the campfire.,She used water to make the campfire.,1,140.94368918327586,1.0
633,cars are the only way to get around,cars are a useful mode of transportation,0,95.18123347030479,1.0
634,The soccer player kicked a football into the goal.,A pitcher throws a baseball,0,750.1005841385845,1.0
635,The groom threw the bride's garter to the groomsmen.,The groom threw the bridal party at the bride,1,241.5740234548244,1.0
636,fishing nets are useful for covering a window,curtains are useful for covering a window,0,661.4714225347896,0.0
637,The house shoved him,He shoved the girl,0,3727.690383754738,0.0
638,You will probably find a front room in a condominium.,You will probably find a front condo in a room.,1,295.43529931366487,1.0
639,The book club did not accept members under the age of forty,The primary school did not accept members under the age of forty,1,178.30558703537733,1.0
640,The farm is in carpet,The farm is in Kansas,0,1760.7606909874376,0.0
641,Billy kicked the ball into the goal,Billy kicked the frisbee into the goal,1,257.5708437487924,1.0
642,she bought two cinema tickets,she bought two supermarket tickets,1,9731.038535071813,1.0
643,HE PUT A CHICKEN IN THE OVEN,HE PUT A CUPBOARD IN THE OVEN,1,121.76419582309904,1.0
644,the boy fed the fish with a ball,the boy fed the fish with fish food,0,621.0210716259093,1.0
645,she keeps milk inside the fridge.,she keeps the camel inside the fridge.,1,520.0930907959948,1.0
646,The boy kicked the house.,The boy kicked the ball.,0,513.7672117744207,1.0
647,Spatulas are great for both hiking and fishing.,Spatulas are great for both cooking and baking.,0,91.64285727180716,0.0
648,the red color is one of the simplest colors,"there are only 3 colors, red, yellow and blue",1,47.51229962253502,0.0
649,my brother today speak to me,my brother speaks to the house,1,537.5509489810106,0.0
650,He put a pillow on the bed,he put an airplane on the bed,1,319.5549190408178,1.0
651,I hike on surfboards.,I hike on trails.,0,1019.3664913725775,0.0
652,He was in the backyard in Minnesota grilling some burgers.,He was in the backyard in Minnesota growing some burgers.,1,253.32245436102113,1.0
